Compound Method,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-01,PRO01  BAC-01,,PRO02  BAC-02,PRO02  BAC-02,,PRO03  BAC-03,PRO03  BAC-03,,REP01  BAC-01,REP01  BAC-01,,REP02  BAC-02,REP02  BAC-02,,REP03  BAC-03,REP03  BAC-03,,REP04  BAC-01,REP04  BAC-01,,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-02,PRO01  BAC-02,,PRO02  BAC-03,PRO02  BAC-03,,PRO03  BAC-01,PRO03  BAC-01,,REP01  BAC-02,REP01  BAC-02,,REP02  BAC-03,REP02  BAC-03,,REP03  BAC-01,REP03  BAC-01,,REP04  BAC-02,REP04  BAC-02,,BLANK  BAC01,BLANK  BAC01,,BLANK  BAC02,BLANK  BAC02,,BLANK  BAC03,BLANK  BAC03,,PRO01  BAC-03,PRO01  BAC-03,,PRO02  BAC-01,PRO02  BAC-01,,PRO03  BAC-02,PRO03  BAC-02,,REP01  BAC-03,REP01  BAC-03,,REP02  BAC-01,REP02  BAC-01,,REP03  BAC-02,REP03  BAC-02,,REP04  BAC-03,REP04  BAC-03,
Name,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.
"1, 1, 5-Trimethyl-1, 2-dihydronaphthalene",JTB-E02-199-06.D,26.424,4623,JTB-E02-199-07.D,26.448,978,JTB-E02-199-08.D,,,JTB-E02-199-11.D,26.416,555320,JTB-E02-199-12.D,26.416,648684,JTB-E02-199-13.D,26.416,916474,JTB-E02-199-14.D,26.416,695110,JTB-E02-199-15.D,26.416,1091039,JTB-E02-199-16.D,26.416,868150,JTB-E02-199-17.D,26.416,715079,JTB-E02-200-06.D,26.424,30571,JTB-E02-200-07.D,26.432,75903,JTB-E02-200-08.D,26.44,49119,JTB-E02-200-11.D,26.416,33638,JTB-E02-200-12.D,26.432,72276,JTB-E02-200-13.D,26.424,44939,JTB-E02-200-14.D,26.416,47162,JTB-E02-200-15.D,26.416,76760,JTB-E02-200-16.D,26.416,81113,JTB-E02-200-17.D,26.408,88525,JTB-E02-201-06.D,26.432,10217,JTB-E02-201-07.D,26.44,8580,JTB-E02-201-08.D,26.432,4294,JTB-E02-201-11.D,26.424,34073,JTB-E02-201-12.D,26.424,30031,JTB-E02-201-13.D,26.424,26387,JTB-E02-201-14.D,26.424,28089,JTB-E02-201-15.D,26.424,21080,JTB-E02-201-16.D,26.408,35144,JTB-E02-201-17.D,26.416,24192
"Oxime-, methoxy-phenyl-_",JTB-E02-199-06.D,27.017,18267,JTB-E02-199-07.D,27.017,17592,JTB-E02-199-08.D,,,JTB-E02-199-11.D,27.033,2609,JTB-E02-199-12.D,27.033,1176,JTB-E02-199-13.D,27.025,2016,JTB-E02-199-14.D,27.041,1470,JTB-E02-199-15.D,27.033,240,JTB-E02-199-16.D,27.05,845,JTB-E02-199-17.D,27.05,2043,JTB-E02-200-06.D,27.025,4502,JTB-E02-200-07.D,27.041,3416,JTB-E02-200-08.D,27.041,2344,JTB-E02-200-11.D,,,JTB-E02-200-12.D,27.041,630,JTB-E02-200-13.D,27.074,2896,JTB-E02-200-14.D,27.05,677,JTB-E02-200-15.D,27.033,496,JTB-E02-200-16.D,27.017,85,JTB-E02-200-17.D,27.049,1611,JTB-E02-201-06.D,27.033,3006,JTB-E02-201-07.D,27.033,4361,JTB-E02-201-08.D,27.033,180,JTB-E02-201-11.D,27.058,4859,JTB-E02-201-12.D,27.05,208,JTB-E02-201-13.D,27.066,504,JTB-E02-201-14.D,27.041,12,JTB-E02-201-15.D,27.025,668,JTB-E02-201-16.D,27.049,999,JTB-E02-201-17.D,27.041,212
Methyl salicylate,JTB-E02-199-06.D,27.196,6106,JTB-E02-199-07.D,27.212,4143,JTB-E02-199-08.D,27.188,186,JTB-E02-199-11.D,27.204,46368,JTB-E02-199-12.D,27.212,44271,JTB-E02-199-13.D,27.204,56124,JTB-E02-199-14.D,27.204,65294,JTB-E02-199-15.D,27.204,94852,JTB-E02-199-16.D,27.204,85794,JTB-E02-199-17.D,27.196,86549,JTB-E02-200-06.D,27.204,6818,JTB-E02-200-07.D,27.22,10497,JTB-E02-200-08.D,27.204,5096,JTB-E02-200-11.D,27.204,14676,JTB-E02-200-12.D,27.212,28751,JTB-E02-200-13.D,27.204,33058,JTB-E02-200-14.D,27.204,55759,JTB-E02-200-15.D,27.204,80717,JTB-E02-200-16.D,27.196,60371,JTB-E02-200-17.D,27.196,48826,JTB-E02-201-06.D,27.22,4339,JTB-E02-201-07.D,27.212,5843,JTB-E02-201-08.D,27.228,4590,JTB-E02-201-11.D,27.204,23000,JTB-E02-201-12.D,27.204,16288,JTB-E02-201-13.D,27.204,26418,JTB-E02-201-14.D,27.212,49534,JTB-E02-201-15.D,27.204,58703,JTB-E02-201-16.D,27.196,55324,JTB-E02-201-17.D,27.196,49474
"Bicyclo[2.2.1]heptane, 2-methyl-3-methylene-2-(4-methyl-3-pentenyl)-, (1S-exo)-   1",JTB-E02-199-06.D,27.569,151,JTB-E02-199-07.D,27.642,271,JTB-E02-199-08.D,27.618,506,JTB-E02-199-11.D,27.618,23506,JTB-E02-199-12.D,27.618,22614,JTB-E02-199-13.D,27.618,25890,JTB-E02-199-14.D,27.618,28337,JTB-E02-199-15.D,27.61,34576,JTB-E02-199-16.D,27.618,33040,JTB-E02-199-17.D,27.618,31848,JTB-E02-200-06.D,27.626,1238,JTB-E02-200-07.D,27.602,347,JTB-E02-200-08.D,27.602,15,JTB-E02-200-11.D,27.618,20090,JTB-E02-200-12.D,27.618,23841,JTB-E02-200-13.D,27.618,18055,JTB-E02-200-14.D,27.618,20077,JTB-E02-200-15.D,27.61,16278,JTB-E02-200-16.D,27.61,20152,JTB-E02-200-17.D,27.61,24794,JTB-E02-201-06.D,27.602,436,JTB-E02-201-07.D,,,JTB-E02-201-08.D,27.626,1063,JTB-E02-201-11.D,27.618,18403,JTB-E02-201-12.D,27.618,18700,JTB-E02-201-13.D,27.626,18297,JTB-E02-201-14.D,27.61,14406,JTB-E02-201-15.D,27.618,20833,JTB-E02-201-16.D,27.618,19376,JTB-E02-201-17.D,27.61,18815
(-)-Myrtenol,JTB-E02-199-06.D,27.829,412,JTB-E02-199-07.D,27.805,668,JTB-E02-199-08.D,27.854,145,JTB-E02-199-11.D,27.813,2791,JTB-E02-199-12.D,27.829,1241,JTB-E02-199-13.D,27.813,1879,JTB-E02-199-14.D,27.813,18649,JTB-E02-199-15.D,27.813,25030,JTB-E02-199-16.D,27.805,22494,JTB-E02-199-17.D,27.805,19653,JTB-E02-200-06.D,27.837,451,JTB-E02-200-07.D,27.821,845,JTB-E02-200-08.D,27.813,685,JTB-E02-200-11.D,27.805,1835,JTB-E02-200-12.D,27.813,1021,JTB-E02-200-13.D,27.797,1717,JTB-E02-200-14.D,27.813,34893,JTB-E02-200-15.D,27.805,42691,JTB-E02-200-16.D,27.813,25389,JTB-E02-200-17.D,27.813,29920,JTB-E02-201-06.D,27.813,414,JTB-E02-201-07.D,27.772,126,JTB-E02-201-08.D,27.829,619,JTB-E02-201-11.D,27.813,2631,JTB-E02-201-12.D,27.789,1455,JTB-E02-201-13.D,27.813,1730,JTB-E02-201-14.D,27.805,38400,JTB-E02-201-15.D,27.805,44212,JTB-E02-201-16.D,27.805,47122,JTB-E02-201-17.D,27.805,38106
2'-Ethoxyformanilide,JTB-E02-199-06.D,28.097,406,JTB-E02-199-07.D,28.057,433,JTB-E02-199-08.D,,,JTB-E02-199-11.D,28.081,10254,JTB-E02-199-12.D,28.065,14179,JTB-E02-199-13.D,28.073,9827,JTB-E02-199-14.D,28.073,16476,JTB-E02-199-15.D,28.073,20463,JTB-E02-199-16.D,28.073,18648,JTB-E02-199-17.D,28.081,18007,JTB-E02-200-06.D,28.065,2122,JTB-E02-200-07.D,28.097,2082,JTB-E02-200-08.D,28.089,1553,JTB-E02-200-11.D,28.073,4880,JTB-E02-200-12.D,28.073,3588,JTB-E02-200-13.D,28.073,4700,JTB-E02-200-14.D,28.081,2433,JTB-E02-200-15.D,28.073,4505,JTB-E02-200-16.D,28.057,5518,JTB-E02-200-17.D,28.057,2362,JTB-E02-201-06.D,28.049,416,JTB-E02-201-07.D,28.081,773,JTB-E02-201-08.D,28.089,174,JTB-E02-201-11.D,28.057,2509,JTB-E02-201-12.D,28.049,2864,JTB-E02-201-13.D,28.057,2431,JTB-E02-201-14.D,28.065,420,JTB-E02-201-15.D,28.073,2579,JTB-E02-201-16.D,28.073,2078,JTB-E02-201-17.D,28.065,2875
"Cyclotrisiloxane, hexamethyl-    1",JTB-E02-199-06.D,,,JTB-E02-199-07.D,28.382,3287851,JTB-E02-199-08.D,28.398,250,JTB-E02-199-11.D,28.382,213136,JTB-E02-199-12.D,28.382,188367,JTB-E02-199-13.D,28.398,249224,JTB-E02-199-14.D,28.398,48335,JTB-E02-199-15.D,28.406,38794,JTB-E02-199-16.D,28.398,118043,JTB-E02-199-17.D,28.39,285253,JTB-E02-200-06.D,28.39,943439,JTB-E02-200-07.D,28.39,484500,JTB-E02-200-08.D,28.39,492207,JTB-E02-200-11.D,28.398,56398,JTB-E02-200-12.D,28.406,64012,JTB-E02-200-13.D,28.39,163606,JTB-E02-200-14.D,28.39,59157,JTB-E02-200-15.D,28.398,63522,JTB-E02-200-16.D,28.398,116891,JTB-E02-200-17.D,28.398,83949,JTB-E02-201-06.D,28.382,1245192,JTB-E02-201-07.D,28.382,471308,JTB-E02-201-08.D,28.398,29319,JTB-E02-201-11.D,28.398,699312,JTB-E02-201-12.D,28.39,87176,JTB-E02-201-13.D,28.406,77060,JTB-E02-201-14.D,28.406,52013,JTB-E02-201-15.D,28.406,111405,JTB-E02-201-16.D,28.39,80891,JTB-E02-201-17.D,28.398,51186
"2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-",JTB-E02-199-06.D,28.528,309,JTB-E02-199-07.D,28.552,959,JTB-E02-199-08.D,28.561,218,JTB-E02-199-11.D,28.528,3359,JTB-E02-199-12.D,28.528,6819,JTB-E02-199-13.D,28.544,5507,JTB-E02-199-14.D,28.512,8158,JTB-E02-199-15.D,28.536,8976,JTB-E02-199-16.D,28.528,5503,JTB-E02-199-17.D,28.528,9220,JTB-E02-200-06.D,28.528,170,JTB-E02-200-07.D,28.528,24,JTB-E02-200-08.D,,,JTB-E02-200-11.D,28.544,783,JTB-E02-200-12.D,28.536,187,JTB-E02-200-13.D,28.52,2008,JTB-E02-200-14.D,28.528,2252,JTB-E02-200-15.D,28.52,3103,JTB-E02-200-16.D,28.52,2968,JTB-E02-200-17.D,28.528,4321,JTB-E02-201-06.D,28.569,126,JTB-E02-201-07.D,28.512,357,JTB-E02-201-08.D,,,JTB-E02-201-11.D,28.552,838,JTB-E02-201-12.D,28.504,868,JTB-E02-201-13.D,28.504,641,JTB-E02-201-14.D,28.552,1038,JTB-E02-201-15.D,28.528,1074,JTB-E02-201-16.D,28.512,3023,JTB-E02-201-17.D,28.536,1476
Benzyl alcohol,JTB-E02-199-06.D,29.917,9917,JTB-E02-199-07.D,29.917,10627,JTB-E02-199-08.D,29.909,854,JTB-E02-199-11.D,29.917,35876,JTB-E02-199-12.D,29.917,45521,JTB-E02-199-13.D,29.917,43481,JTB-E02-199-14.D,29.917,167088,JTB-E02-199-15.D,29.925,324384,JTB-E02-199-16.D,29.917,255598,JTB-E02-199-17.D,29.917,196417,JTB-E02-200-06.D,29.925,6205,JTB-E02-200-07.D,29.925,13913,JTB-E02-200-08.D,29.917,8659,JTB-E02-200-11.D,29.925,45522,JTB-E02-200-12.D,29.925,55519,JTB-E02-200-13.D,29.917,48743,JTB-E02-200-14.D,29.917,487541,JTB-E02-200-15.D,29.917,554356,JTB-E02-200-16.D,29.917,427408,JTB-E02-200-17.D,29.917,421641,JTB-E02-201-06.D,29.917,12666,JTB-E02-201-07.D,29.925,14778,JTB-E02-201-08.D,29.925,6795,JTB-E02-201-11.D,29.917,67136,JTB-E02-201-12.D,29.925,44503,JTB-E02-201-13.D,29.917,53953,JTB-E02-201-14.D,29.917,598352,JTB-E02-201-15.D,29.917,569325,JTB-E02-201-16.D,29.917,607938,JTB-E02-201-17.D,29.917,489833
"Cyclotetrasiloxane, octamethyl-     1",JTB-E02-199-06.D,30.039,689058,JTB-E02-199-07.D,30.047,324165,JTB-E02-199-08.D,30.088,854,JTB-E02-199-11.D,30.055,27596,JTB-E02-199-12.D,30.055,28213,JTB-E02-199-13.D,30.039,22883,JTB-E02-199-14.D,30.055,7455,JTB-E02-199-15.D,30.055,4717,JTB-E02-199-16.D,30.039,15775,JTB-E02-199-17.D,30.039,35985,JTB-E02-200-06.D,30.047,98833,JTB-E02-200-07.D,30.063,58011,JTB-E02-200-08.D,30.039,56102,JTB-E02-200-11.D,30.047,19210,JTB-E02-200-12.D,30.039,8412,JTB-E02-200-13.D,30.071,44214,JTB-E02-200-14.D,30.055,20607,JTB-E02-200-15.D,30.055,15557,JTB-E02-200-16.D,30.047,42228,JTB-E02-200-17.D,30.055,19336,JTB-E02-201-06.D,30.047,123505,JTB-E02-201-07.D,30.047,69171,JTB-E02-201-08.D,30.047,8449,JTB-E02-201-11.D,30.055,91828,JTB-E02-201-12.D,30.055,21268,JTB-E02-201-13.D,30.063,34669,JTB-E02-201-14.D,30.063,11480,JTB-E02-201-15.D,30.047,27587,JTB-E02-201-16.D,30.047,18255,JTB-E02-201-17.D,30.055,4741
Phenylethyl Alcohol,JTB-E02-199-06.D,30.835,3930,JTB-E02-199-07.D,30.827,4380,JTB-E02-199-08.D,30.835,373,JTB-E02-199-11.D,30.827,17987,JTB-E02-199-12.D,30.827,26365,JTB-E02-199-13.D,30.827,25656,JTB-E02-199-14.D,30.835,45580,JTB-E02-199-15.D,30.827,69702,JTB-E02-199-16.D,30.819,63786,JTB-E02-199-17.D,30.827,59135,JTB-E02-200-06.D,30.827,1859,JTB-E02-200-07.D,30.835,2213,JTB-E02-200-08.D,30.835,1853,JTB-E02-200-11.D,30.835,35588,JTB-E02-200-12.D,30.835,39809,JTB-E02-200-13.D,30.835,33473,JTB-E02-200-14.D,30.827,184640,JTB-E02-200-15.D,30.827,259369,JTB-E02-200-16.D,30.827,192675,JTB-E02-200-17.D,30.827,206694,JTB-E02-201-06.D,30.827,6040,JTB-E02-201-07.D,30.835,14514,JTB-E02-201-08.D,30.827,4234,JTB-E02-201-11.D,30.827,47237,JTB-E02-201-12.D,30.827,40156,JTB-E02-201-13.D,30.835,34263,JTB-E02-201-14.D,30.835,365111,JTB-E02-201-15.D,30.827,377955,JTB-E02-201-16.D,30.827,417847,JTB-E02-201-17.D,30.827,325540
"Benzenecarbothioic acid, S-methyl ester",JTB-E02-199-06.D,31.038,529,JTB-E02-199-07.D,31.046,80,JTB-E02-199-08.D,31.071,307,JTB-E02-199-11.D,31.046,29743,JTB-E02-199-12.D,31.046,31194,JTB-E02-199-13.D,31.046,27377,JTB-E02-199-14.D,31.062,36657,JTB-E02-199-15.D,31.054,39298,JTB-E02-199-16.D,31.054,37684,JTB-E02-199-17.D,31.054,46508,JTB-E02-200-06.D,31.07,1048,JTB-E02-200-07.D,31.062,1702,JTB-E02-200-08.D,31.054,1843,JTB-E02-200-11.D,31.054,9827,JTB-E02-200-12.D,31.054,8828,JTB-E02-200-13.D,31.046,8290,JTB-E02-200-14.D,31.046,4361,JTB-E02-200-15.D,31.062,6011,JTB-E02-200-16.D,31.046,9295,JTB-E02-200-17.D,31.054,13411,JTB-E02-201-06.D,31.079,1152,JTB-E02-201-07.D,31.062,965,JTB-E02-201-08.D,31.046,688,JTB-E02-201-11.D,31.054,3698,JTB-E02-201-12.D,31.046,3016,JTB-E02-201-13.D,31.062,7550,JTB-E02-201-14.D,31.062,3164,JTB-E02-201-15.D,31.054,4002,JTB-E02-201-16.D,31.054,8007,JTB-E02-201-17.D,31.062,6385
Benzyl nitrile,JTB-E02-199-06.D,31.135,4202,JTB-E02-199-07.D,31.135,4988,JTB-E02-199-08.D,31.111,903,JTB-E02-199-11.D,31.127,96994,JTB-E02-199-12.D,31.127,109612,JTB-E02-199-13.D,31.127,122293,JTB-E02-199-14.D,31.127,117665,JTB-E02-199-15.D,31.127,143222,JTB-E02-199-16.D,31.127,159289,JTB-E02-199-17.D,31.127,128008,JTB-E02-200-06.D,31.135,6370,JTB-E02-200-07.D,31.135,9288,JTB-E02-200-08.D,31.136,8589,JTB-E02-200-11.D,31.127,112282,JTB-E02-200-12.D,31.127,133633,JTB-E02-200-13.D,31.127,109280,JTB-E02-200-14.D,31.127,109475,JTB-E02-200-15.D,31.127,126681,JTB-E02-200-16.D,31.127,115435,JTB-E02-200-17.D,31.119,111645,JTB-E02-201-06.D,31.127,6373,JTB-E02-201-07.D,31.135,12307,JTB-E02-201-08.D,31.127,1940,JTB-E02-201-11.D,31.127,114786,JTB-E02-201-12.D,31.127,95530,JTB-E02-201-13.D,31.127,99709,JTB-E02-201-14.D,31.127,109506,JTB-E02-201-15.D,31.127,93399,JTB-E02-201-16.D,31.127,110435,JTB-E02-201-17.D,31.127,127666
"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol",JTB-E02-199-06.D,31.233,268484,JTB-E02-199-07.D,31.241,49452,JTB-E02-199-08.D,31.225,8851,JTB-E02-199-11.D,31.241,114509,JTB-E02-199-12.D,31.241,60146,JTB-E02-199-13.D,31.241,67130,JTB-E02-199-14.D,31.241,43393,JTB-E02-199-15.D,31.233,84808,JTB-E02-199-16.D,31.241,78234,JTB-E02-199-17.D,31.233,59701,JTB-E02-200-06.D,31.241,39404,JTB-E02-200-07.D,31.233,41134,JTB-E02-200-08.D,31.249,35913,JTB-E02-200-11.D,31.233,53800,JTB-E02-200-12.D,31.241,83276,JTB-E02-200-13.D,31.241,97862,JTB-E02-200-14.D,31.241,76586,JTB-E02-200-15.D,31.241,72296,JTB-E02-200-16.D,31.233,55982,JTB-E02-200-17.D,31.241,83899,JTB-E02-201-06.D,31.241,44380,JTB-E02-201-07.D,31.233,46025,JTB-E02-201-08.D,31.241,38839,JTB-E02-201-11.D,31.249,87891,JTB-E02-201-12.D,31.241,104344,JTB-E02-201-13.D,31.241,111586,JTB-E02-201-14.D,31.241,65635,JTB-E02-201-15.D,31.233,69910,JTB-E02-201-16.D,31.241,110532,JTB-E02-201-17.D,31.233,40498
"p-Mentha-1(7),8(10)-dien-9-ol",JTB-E02-199-06.D,32.988,167,JTB-E02-199-07.D,33.028,43,JTB-E02-199-08.D,33.036,372,JTB-E02-199-11.D,33.028,2787,JTB-E02-199-12.D,33.028,3784,JTB-E02-199-13.D,33.02,2089,JTB-E02-199-14.D,33.02,9000,JTB-E02-199-15.D,33.02,14210,JTB-E02-199-16.D,33.02,11452,JTB-E02-199-17.D,33.004,11983,JTB-E02-200-06.D,32.996,819,JTB-E02-200-07.D,33.044,1467,JTB-E02-200-08.D,33.028,976,JTB-E02-200-11.D,33.028,2541,JTB-E02-200-12.D,33.028,3388,JTB-E02-200-13.D,33.036,3379,JTB-E02-200-14.D,33.028,15408,JTB-E02-200-15.D,33.028,21634,JTB-E02-200-16.D,33.02,19212,JTB-E02-200-17.D,33.028,18000,JTB-E02-201-06.D,,,JTB-E02-201-07.D,33.036,1092,JTB-E02-201-08.D,33.004,984,JTB-E02-201-11.D,33.02,2797,JTB-E02-201-12.D,33.036,3426,JTB-E02-201-13.D,33.028,3038,JTB-E02-201-14.D,33.02,18890,JTB-E02-201-15.D,33.028,23470,JTB-E02-201-16.D,33.02,20324,JTB-E02-201-17.D,33.02,17120
Phenol,JTB-E02-199-06.D,33.134,37372,JTB-E02-199-07.D,33.142,44542,JTB-E02-199-08.D,33.15,4459,JTB-E02-199-11.D,33.142,37092,JTB-E02-199-12.D,33.142,41902,JTB-E02-199-13.D,33.142,54986,JTB-E02-199-14.D,33.134,32121,JTB-E02-199-15.D,33.142,46888,JTB-E02-199-16.D,33.134,57436,JTB-E02-199-17.D,33.142,48094,JTB-E02-200-06.D,33.142,17967,JTB-E02-200-07.D,33.142,16693,JTB-E02-200-08.D,33.142,18760,JTB-E02-200-11.D,33.134,42867,JTB-E02-200-12.D,33.142,55197,JTB-E02-200-13.D,33.134,51570,JTB-E02-200-14.D,33.134,47426,JTB-E02-200-15.D,33.142,59070,JTB-E02-200-16.D,33.134,45187,JTB-E02-200-17.D,33.142,46843,JTB-E02-201-06.D,33.134,15865,JTB-E02-201-07.D,33.134,15684,JTB-E02-201-08.D,33.142,10249,JTB-E02-201-11.D,33.142,57068,JTB-E02-201-12.D,33.134,36369,JTB-E02-201-13.D,33.15,44296,JTB-E02-201-14.D,33.142,49500,JTB-E02-201-15.D,33.134,46805,JTB-E02-201-16.D,33.142,50601,JTB-E02-201-17.D,33.134,58386
p-Cresol,JTB-E02-199-06.D,35.002,7591,JTB-E02-199-07.D,34.986,8771,JTB-E02-199-08.D,35.002,149,JTB-E02-199-11.D,34.994,150112,JTB-E02-199-12.D,34.994,158371,JTB-E02-199-13.D,35.002,171759,JTB-E02-199-14.D,35.002,169168,JTB-E02-199-15.D,34.994,220196,JTB-E02-199-16.D,34.994,231692,JTB-E02-199-17.D,34.994,218038,JTB-E02-200-06.D,34.994,7804,JTB-E02-200-07.D,34.994,15355,JTB-E02-200-08.D,35.002,8945,JTB-E02-200-11.D,34.994,188563,JTB-E02-200-12.D,34.994,223343,JTB-E02-200-13.D,34.994,202758,JTB-E02-200-14.D,34.994,191427,JTB-E02-200-15.D,34.994,237457,JTB-E02-200-16.D,34.994,185209,JTB-E02-200-17.D,34.994,199223,JTB-E02-201-06.D,34.994,8180,JTB-E02-201-07.D,34.986,8973,JTB-E02-201-08.D,34.986,4913,JTB-E02-201-11.D,34.994,218456,JTB-E02-201-12.D,34.994,193150,JTB-E02-201-13.D,35.002,171662,JTB-E02-201-14.D,34.994,215318,JTB-E02-201-15.D,34.994,201512,JTB-E02-201-16.D,34.994,238541,JTB-E02-201-17.D,34.994,231821
3-Allyl-6-methoxyphenol,JTB-E02-199-06.D,37.008,385,JTB-E02-199-07.D,,,JTB-E02-199-08.D,37,207,JTB-E02-199-11.D,37,6399,JTB-E02-199-12.D,36.976,7469,JTB-E02-199-13.D,36.992,8137,JTB-E02-199-14.D,36.992,20054,JTB-E02-199-15.D,36.984,30175,JTB-E02-199-16.D,36.984,21530,JTB-E02-199-17.D,36.992,22599,JTB-E02-200-06.D,36.984,974,JTB-E02-200-07.D,36.976,391,JTB-E02-200-08.D,,,JTB-E02-200-11.D,36.976,6715,JTB-E02-200-12.D,36.992,8011,JTB-E02-200-13.D,36.984,8450,JTB-E02-200-14.D,36.984,48571,JTB-E02-200-15.D,36.992,69539,JTB-E02-200-16.D,36.992,46931,JTB-E02-200-17.D,36.992,41323,JTB-E02-201-06.D,37.009,864,JTB-E02-201-07.D,36.976,1144,JTB-E02-201-08.D,36.992,318,JTB-E02-201-11.D,36.984,8764,JTB-E02-201-12.D,36.984,8384,JTB-E02-201-13.D,36.984,7157,JTB-E02-201-14.D,36.992,81903,JTB-E02-201-15.D,36.992,92764,JTB-E02-201-16.D,36.992,80875,JTB-E02-201-17.D,36.984,58970
